Field,Description,Type,Coverage,Users,Alphas
oth432_compustatpredictiveoiadpq_prediction,Predicted value of operating income after depreciation,MATRIX,100%,5,33
oth432_compustatpredictivepiq_mad_act,Mean Absolute Deviation of scaled actual value of Pretax Income,MATRIX,100%,6,31
oth432_compustatpredictivepiq_mad_pred,Mean Absolute Deviation of predicted value of Pretax Income,MATRIX,100%,3,4
oth432_compustatpredictivepiq_mae,Mean Average Error of the model of Pretax Income,MATRIX,100%,12,26
oth432_compustatpredictivepiq_prediction,Predicted value of Pretax Income,MATRIX,100%,3,5
oth432_compustatpredictiveppentq_mad_act,"Mean Absolute Deviation of scaled actual value of Property, Plant, and Equipment - Total (Net)",MATRIX,95%,13,26
oth432_compustatpredictiveppentq_mad_pred,Mean Absolute Deviation of predicted value of Property Plant and Equipment - Total (Net),MATRIX,95%,7,10
oth432_compustatpredictiveppentq_mae,Mean Average Error of the model of Property Plant and Equipment - Total (Net),MATRIX,95%,11,34
oth432_compustatpredictiveppentq_prediction,Predict value of Property Plant and Equipment - Total (Net),MATRIX,96%,7,13
oth432_compustatpredictiverectq_mad_act,Mean Absolute Deviation of scaled actual value of Receivables - Total,MATRIX,99%,15,20
oth432_compustatpredictiverectq_mad_pred,Mean Absolute Deviation of predicted value of Receivables - Total,MATRIX,99%,8,8
oth432_compustatpredictiverectq_mae,Mean Average Error of the model of Receivables - Total,MATRIX,99%,8,12
oth432_compustatpredictiverectq_prediction,Predict value of Receivables - Total,MATRIX,100%,5,8
oth432_compustatpredictiverevtq_mad_act,Mean Absolute Deviation of scaled actual value of Revenue - Total,MATRIX,94%,5,6
oth432_compustatpredictiverevtq_mad_pred,Mean Absolute Deviation of predicted value of Revenue - Total,MATRIX,94%,14,47
oth432_compustatpredictiverevtq_mae,Mean Average Error of the model of Revenue - Total,MATRIX,94%,6,12
oth432_compustatpredictiverevtq_prediction,Predicted value of Revenue - Total,MATRIX,94%,5,6
oth432_compustatpredictivetxtq_mad_act,Mean Absolute Deviation of scaled actual value of Income Taxes - Total,MATRIX,96%,3,5
oth432_compustatpredictivetxtq_mad_pred,Mean Absolute Deviation of predicted value of Income Taxes - Total,MATRIX,96%,7,8
oth432_compustatpredictivetxtq_mae,Mean Average Error of the model of Income Taxes - Total,MATRIX,96%,7,10
oth432_compustatpredictivetxtq_prediction,Predicted value of Income Taxes - Total,MATRIX,96%,14,22
oth432_compustatpredictivexintq_mad_act,Mean Absolute Deviation of scaled actual value of Interest and Related Expense - Total,MATRIX,83%,11,17
oth432_compustatpredictivexintq_mad_pred,Mean Absolute Deviation of predicted value of Interest and Related Expense - Total,MATRIX,83%,9,20
oth432_compustatpredictivexintq_mae,Mean Average Error of the model of Interest and Related Expense - Total,MATRIX,83%,10,16
oth432_compustatpredictivexintq_prediction,Predict value of Interest and Related Expense - Total,MATRIX,83%,1,1
oth432_currents_oeps12_mae,Mean Average Error of the model of Earnings Per Share from Operations - 12 Months Moving,MATRIX,47%,1,1
oth432_currents_oeps12_predict,Predict value of Earnings Per Share from Operations - 12 Months Moving,MATRIX,89%,7,35
oth432_currents_otlo_mae,Mean Average Error of the model of Cash from Operating Activities,MATRIX,28%,1,16
oth432_currents_otlo_predict,Predicted Value of Cash from Operating Activities,MATRIX,89%,5,9
oth432_ddps1_predict,Predicted value of DPS - Common Stock Primary Issue,MATRIX,55%,17,31
oth432_ddps1_trkdpitdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of DPS - Common Stock Primary Issue,MATRIX,97%,7,22
oth432_ddps1_trkdpitdeltapredict_annual_funda_predict,Predicted value of DPS - Common Stock Primary Issue,MATRIX,58%,8,11
oth432_debt_rtlr_predict,Predicted value of Total Revenue,MATRIX,88%,7,7
oth432_deltapredictebit_a_mae,Mean Average Error of the model of Earnings before Interest and Tax,MATRIX,29%,3,3
oth432_deltapredictebit_a_predict,Predicted value of Earnings Before Interest and Tax,MATRIX,100%,7,25
oth432_deltapredictebit_q_mae,Mean Average Error of the model of Earnings before Interest and Tax,MATRIX,29%,5,5
oth432_deltapredictebit_q_predict,Predicted value of Earnings before Interest and Tax,MATRIX,100%,15,37
oth432_deltapredictebit_ttm_mae,Mean Average Error of the model of Earnings before Interest and Tax,MATRIX,29%,2,2
oth432_deltapredictebit_ttm_predict,Predicted value of Earnings before Interest and Tax,MATRIX,100%,23,68
oth432_deltapredictebitd_a_mae,"Mean Average Error of the Model of Earnings Before Interest, Tax, and Depreciation",MATRIX,29%,0,0
oth432_deltapredictebitd_a_predict,"Predicted value of Earnings before Interest, Tax and Depreciation",MATRIX,100%,8,18
oth432_deltapredictebitd_q_mae,"Mean Average Error of the model of Earnings Before Interest, Tax, and Depreciation",MATRIX,29%,0,0
oth432_deltapredictebitd_q_predict,"Predicted value of Earnings before Interest, Tax and Depreciation",MATRIX,100%,23,44
oth432_deltapredictebitd_ttm_mae,"Mean Average Error of the model of Earnings before Interest, Tax and Depreciation",MATRIX,29%,0,0
oth432_deltapredictebitd_ttm_predict,"Predicted value of Earnings before Interest, Tax, and Depreciation",MATRIX,100%,12,41
oth432_deltapredictebt_a_mae,Mean Average Error of the model of Earnings before tax,MATRIX,28%,1,1
oth432_deltapredictebt_a_predict,Predicted Value of Earnings Before Tax,MATRIX,100%,14,23
oth432_deltapredictebt_q_mae,Mean Average Error of the model of Earnings before tax,MATRIX,28%,0,0
oth432_deltapredictebt_q_predict,Predicted Value of Earnings Before Tax,MATRIX,100%,15,39
oth432_deltapredictebt_ttm_mae,Mean Average Error of the model of Earnings before tax,MATRIX,28%,0,0
oth432_deltapredictebt_ttm_predict,Predicted Value of Earnings Before Tax,MATRIX,100%,29,207
oth432_deltapredictev_cur_mae,Mean Average Error of the model of Enterprise Value,MATRIX,92%,21,54
oth432_deltapredictev_cur_predict,Predict value of Enterprise Value,MATRIX,100%,17,29
oth432_deltapredictfcf_a_mae,Mean Average Error of the model of Free Cash Flow,MATRIX,26%,0,0
oth432_deltapredictfcf_a_predict,Predicted value of Free Cash Flow,MATRIX,100%,23,83
oth432_deltapredictfcf_q_mae,Mean Average Error of the model of Free Cash Flow,MATRIX,26%,0,0
oth432_deltapredictfcf_q_predict,Predicted Value of Free Cash Flow,MATRIX,100%,45,246
oth432_deltapredictfcf_ttm_mae,Mean Average Error of the model of Free Cash Flow,MATRIX,26%,1,1
oth432_deltapredictfcf_ttm_predict,Predicted value of Free Cash Flow,MATRIX,100%,44,113
oth432_deltapredictni_a_mae,Mean Average Error of the model of Net Income,MATRIX,28%,0,0
oth432_deltapredictni_a_predict,Predict value of Net Income,MATRIX,100%,10,23
oth432_deltapredictni_q_mae,Mean Average Error of the model of Net Income,MATRIX,28%,1,1
oth432_deltapredictni_q_predict,Predicted value of Net Income,MATRIX,100%,19,28
oth432_deltapredictni_ttm_mae,Mean Average Error of the model of Net Income,MATRIX,28%,1,4
oth432_deltapredictni_ttm_predict,Predicted value of Net Income,MATRIX,100%,23,52
oth432_deltapredictrev_a_mae,Mean Average Error of the model of Revenue - Total,MATRIX,27%,0,0
oth432_deltapredictrev_a_predict,Predicted Value of Revenue - Total,MATRIX,100%,19,41
oth432_deltapredictrev_q_mae,Mean Average Error of the model of Revenue - Total,MATRIX,27%,2,2
oth432_deltapredictrev_q_predict,Predicted value of Revenue - Total,MATRIX,100%,24,50
oth432_deltapredictrev_ttm_mae,Mean Average Error of the model of Revenue - Total,MATRIX,27%,1,1
oth432_deltapredictrev_ttm_predict,Predicted value of Revenue - Total,MATRIX,100%,21,101
oth432_deltapredicttotd_a_predict,Predicted value of Total Debt,MATRIX,91%,18,31
oth432_deltapredicttotd_q_predict,Predicted Value of Total Debt,MATRIX,92%,17,57
oth432_div_yield,Dividend Yield of Predictive models,MATRIX,43%,11,28
oth432_divp,Dividend to Price ratio of Predictive models,MATRIX,52%,12,23
oth432_dlc_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Debt in Current Liabilities - Total,MATRIX,97%,17,40
oth432_dlc_compustatdeltapredict_annual_funda_predict,Predict value of Annual Debt in Current Liabilities - Total,MATRIX,81%,6,13
oth432_dlcq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Debt in Current Liabilities,MATRIX,51%,2,2
oth432_dlcq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Debt in Current Liabilities,MATRIX,100%,5,6
oth432_dlcq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Debt in Current Liabilities,MATRIX,57%,2,8
oth432_dlcq_compustatdeltapredict_funda_predict,Predicted value of Debt in Current Liabilities,MATRIX,84%,5,11
oth432_dltt_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Long-Term Debt - Total,MATRIX,97%,10,11
oth432_dltt_compustatdeltapredict_annual_funda_predict,Predicted value of Annual Long-Term Debt - Total,MATRIX,87%,8,10
oth432_dlttq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Long-Term Debt - Total,MATRIX,63%,2,24
oth432_dlttq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Long-Term Debt - Total,MATRIX,100%,12,22
oth432_dlttq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Long-Term Debt - Total,MATRIX,70%,1,1
oth432_dlttq_compustatdeltapredict_funda_predict,Predicted value of Long-Term Debt - Total,MATRIX,91%,8,11
oth432_dlttq_mae,Mean Average Error of the model of Long-Term Debt - Total,MATRIX,42%,4,5
oth432_dlttq_predict,Predicted value of Long-Term Debt - Total,MATRIX,83%,6,9
oth432_dpact_compustatdeltapredict_annual_funda_madp,"Mean Absolute Deviation of predicted value of Depreciation, Depletion and Amortization (Accumulated)",MATRIX,97%,9,22
oth432_dpact_compustatdeltapredict_annual_funda_predict,"Predict value of Depreciation, Depletion, and Amortization (Accumulated)",MATRIX,95%,7,8
oth432_dpc_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Depreciation and Amortization (Cash Flow),MATRIX,97%,13,47
oth432_dpc_compustatdeltapredict_annual_funda_predict,Predicted value of Depreciation and Amortization (Cash Flow),MATRIX,96%,9,17
oth432_dpq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Depreciation and Amortization - Total,MATRIX,66%,1,1
oth432_dpq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Depreciation and Amortization - Total,MATRIX,100%,16,22
oth432_dpq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Depreciation and Amortization - Total,MATRIX,73%,1,1
oth432_dpq_compustatdeltapredict_funda_predict,Predict value of Depreciation and Amortization - Total,MATRIX,100%,15,32
oth432_earnings_cap1,Earnings to cap ratio of Predictive models,MATRIX,86%,63,315
oth432_earnings_cap2,Earnings to cap ratio of Predictive models,MATRIX,86%,83,295
oth432_earnings_cap3,Earnings to cap ratio of Predictive models,MATRIX,86%,70,229
oth432_earnings_yield1,Earnings Yield of Predictive models,MATRIX,86%,60,196
oth432_earnings_yield2,Earnings Yield of Predictive models,MATRIX,86%,47,281
oth432_earnings_yield3,Earnings Yield of Predictive models,MATRIX,86%,139,536
oth432_ebit_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Earnings Before Interest and Taxes,MATRIX,97%,7,27
oth432_ebit_compustatdeltapredict_annual_funda_predict,Predicted Value of Annual Earnings Before Interest and Taxes,MATRIX,97%,6,11
oth432_ebit_profitability_profitability1,1st profitability field of Earnings Before Interest and Taxes,MATRIX,97%,9,30
oth432_ebit_profitability_profitability10,10th profitability field of Earnings Before Interest and Taxes,MATRIX,66%,4,48
oth432_ebit_profitability_profitability11,11th profitability field of Earnings Before Interest and Taxes,MATRIX,73%,5,7
oth432_ebit_profitability_profitability12,12th profitability field of Earnings Before Interest and Taxes,MATRIX,92%,10,14
oth432_ebit_profitability_profitability2,2nd profitability field of Earnings Before Interest and Taxes,MATRIX,97%,22,46
oth432_ebit_profitability_profitability3,3rd profitability field of Earnings Before Interest and Taxes,MATRIX,93%,29,59
oth432_ebit_profitability_profitability4,4th profitability field of Earnings Before Interest and Taxes,MATRIX,93%,6,11
oth432_ebit_profitability_profitability5,5th profitability field of Earnings Before Interest and Taxes,MATRIX,89%,11,29
oth432_ebit_profitability_profitability6,6th profitability field of Earnings Before Interest and Taxes,MATRIX,79%,2,2
oth432_ebit_profitability_profitability7,7th profitability field of Earnings Before Interest and Taxes,MATRIX,74%,6,11
oth432_ebit_profitability_profitability8,8th profitability field of Earnings Before Interest and Taxes,MATRIX,74%,2,2
oth432_ebit_profitability_profitability9,9th profitability field of Earnings Before Interest and Taxes,MATRIX,93%,16,26
oth432_ebitda_cap,EBITDA to cap ratio of Predictive models,MATRIX,88%,19,69
oth432_ebitda_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Earnings Before Interest,MATRIX,97%,8,12
oth432_ebitda_compustatdeltapredict_annual_funda_predict,Predicted value of Annual Earnings Before Interest,MATRIX,97%,6,11
oth432_ebitda_debt,EBITDA to debt ratio of Predictive models,MATRIX,63%,7,17
oth432_ebitda_ev,EBITDA to EV ratio of Predictive models,MATRIX,89%,40,117
oth432_ebitda_profitability_profitability1,1st profitability field of Earnings Before Interest,MATRIX,97%,8,92
oth432_ebitda_profitability_profitability10,10th profitability field of Earnings Before Interest,MATRIX,66%,6,17
oth432_ebitda_profitability_profitability11,11th profitability field of Earnings Before Interest,MATRIX,73%,18,51
oth432_ebitda_profitability_profitability12,12th profitability field of Earnings Before Interest,MATRIX,92%,9,40
oth432_ebitda_profitability_profitability2,2nd profitability field of Earnings Before Interest,MATRIX,97%,16,26
oth432_ebitda_profitability_profitability3,3rd profitability field of Earnings Before Interest,MATRIX,93%,14,26
oth432_ebitda_profitability_profitability4,4th profitability field of Earnings Before Interest,MATRIX,93%,6,8
oth432_ebitda_profitability_profitability5,5th profitability field of Earnings Before Interest,MATRIX,89%,8,16
oth432_ebitda_profitability_profitability6,6th profitability field of Earnings Before Interest,MATRIX,79%,9,29
oth432_ebitda_profitability_profitability7,7th profitability field of Earnings Before Interest,MATRIX,74%,8,10
oth432_ebitda_profitability_profitability8,8th profitability field of Earnings Before Interest,MATRIX,74%,5,14
oth432_ebitda_profitability_profitability9,9th profitability field of Earnings Before Interest,MATRIX,93%,9,10
oth432_ebitda_yield,EBITDA Yield of Predictive models,MATRIX,76%,51,159
oth432_ecor_trkdpitdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Cost of Revenue,MATRIX,64%,8,11
oth432_ecor_trkdpitdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Cost of Revenue,MATRIX,80%,5,8
oth432_ecor_trkdpitdeltapredict_funda_mae,Mean Average Error of the model of Cost of Revenue,MATRIX,69%,8,94
oth432_ecor_trkdpitdeltapredict_funda_predict,Predict value of Cost of Revenue,MATRIX,80%,11,23
oth432_ed,Debt to Equity ratio of Predictive models,MATRIX,81%,4,53
oth432_efcf,Free Cash Flow Equity of Predictive models,MATRIX,75%,5,5
oth432_eibt_a_profitability_profitability1,1st profitability field of Annual Net Income Before Taxes,MATRIX,97%,9,27
oth432_eibt_a_profitability_profitability10,10th profitability field of Annual Net Income Before Taxes,MATRIX,59%,2,8
oth432_eibt_a_profitability_profitability11,11th profitability field of Annual Net Income Before Taxes,MATRIX,60%,9,15
oth432_eibt_a_profitability_profitability12,12th profitability field of Annual Net Income Before Taxes,MATRIX,78%,12,24
oth432_eibt_a_profitability_profitability2,2nd profitability field of Annual Net Income Before Taxes,MATRIX,97%,41,140
oth432_eibt_a_profitability_profitability3,3rd profitability field of Annual Net Income Before Taxes,MATRIX,93%,46,118
oth432_eibt_a_profitability_profitability4,4th profitability field of Annual Net Income Before Taxes,MATRIX,93%,3,5
oth432_eibt_a_profitability_profitability5,5th profitability field of Annual Net Income Before Taxes,MATRIX,90%,6,49
oth432_eibt_a_profitability_profitability6,6th profitability field of Annual Net Income Before Taxes,MATRIX,81%,9,18
oth432_eibt_a_profitability_profitability7,7th profitability field of Annual Net Income Before Taxes,MATRIX,75%,7,11
oth432_eibt_a_profitability_profitability8,8th profitability field of Annual Net Income Before Taxes,MATRIX,75%,7,15
oth432_eibt_a_profitability_profitability9,9th profitability field of Annual Net Income Before Taxes,MATRIX,81%,17,23
oth432_eibt_trkdpitdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Net Income Before Taxes,MATRIX,97%,7,16
oth432_eibt_trkdpitdeltapredict_annual_funda_predict,Predicted value of Net Income Before Taxes,MATRIX,97%,14,100
oth432_eps_oeps12_mae,Mean Average Error of the model of Earnings Per Share from Operations - 12 Months Moving,MATRIX,67%,5,6
oth432_eps_oeps12_predict,Predict value of Earnings Per Share from Operations - 12 Months Moving,MATRIX,89%,5,6
oth432_epsfi_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Earnings Per Share (Diluted) - Including Extraordinary items,MATRIX,97%,9,16
oth432_epsfi_compustatdeltapredict_annual_funda_predict,Predict value of Earnings Per Share (Diluted) - Including Extraordinary items,MATRIX,97%,14,25
oth432_epsfiq_mae,Mean Average Error of the model of Earnings Per Share (Diluted) - Including Extraordinary Items,MATRIX,67%,4,42
oth432_epsfiq_predict,Predicted value of Earnings Per Share (Diluted) - Including Extraordinary Items,MATRIX,89%,7,13
oth432_epsfxq_mae,Mean Average Error of the model of Earnings Per Share (Diluted) - Excluding Extraordinary items,MATRIX,67%,2,3
oth432_epsfxq_predict,Predicted value of Earnings Per Share (Diluted) - Excluding Extraordinary items,MATRIX,89%,9,26
oth432_epspi_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Earnings Per Share (Basic) Including Extraordinary Items,MATRIX,97%,10,13
oth432_epspi_compustatdeltapredict_annual_funda_predict,Predicted value of Earnings Per Share (Basic) Including Extraordinary Items,MATRIX,97%,6,7
oth432_epspiq_mae,Mean Average Error of the model of Earnings Per Share (Basic) - Including Extraordinary Items,MATRIX,67%,0,0
oth432_epspiq_predict,Predicted value of Earnings Per Share (Basic) - Including Extraordinary Items,MATRIX,89%,6,7
oth432_epsx12_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Earnings Per Share (Basic) Excluding Extraordinary Items 12 Months Moving,MATRIX,76%,3,25
oth432_epsx12_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Earnings Per Share (Basic) Excluding Extraordinary Items 12 Months Moving,MATRIX,100%,6,8
oth432_epsx12_compustatdeltapredict_funda_mae,Mean Average Error of the model of Earnings Per Share (Basic) Excluding Extraordinary Items 12 Months Moving,MATRIX,84%,2,2
oth432_epsx12_compustatdeltapredict_funda_predict,Predict value of Earnings Per Share (Basic) Excluding Extraordinary Items 12 Months Moving,MATRIX,100%,15,30
oth432_epsx12_mae,Mean Average Error of the model of Earnings Per Share (Basic) - Excluding Extraordinary Items - 12 Months Moving,MATRIX,67%,4,54
oth432_epsx12_predict,Predicted value of Earnings Per Share (Basic) - excluding extraordinary items - 12 months moving,MATRIX,89%,7,41
oth432_expense_oeps12_mae,Mean Average Error of the model of Earnings Per Share from Operations - 12 Months Moving,MATRIX,39%,3,3
oth432_expense_oeps12_predict,Predicted value of Earnings Per Share from Operations - 12 Months Moving,MATRIX,89%,3,4
oth432_expense_piq_mae,Mean Average Error of the model of Pretax Income,MATRIX,39%,3,9
oth432_expense_piq_predict,Predicted value of Pretax Income,MATRIX,89%,7,17
oth432_fcfe_cap,FCFE to cap ratio of Predictive models,MATRIX,75%,5,32
oth432_fcfe_yield,FCFE yield of Predictive models,MATRIX,75%,8,13
oth432_fcff_cap,FCFF to cap ratio of Predictive models,MATRIX,76%,13,70
oth432_fcff_yield,FCFF yield of Predictive models,MATRIX,70%,22,104
oth432_fcsn_trkdpitdeltapredict_annual_funda_madp,"Mean Absolute Deviation of predicted value of Common Stock, Net",MATRIX,97%,3,3
oth432_fcsn_trkdpitdeltapredict_annual_funda_predict,"Predicted Value of Common Stock, Net",MATRIX,87%,9,22
oth432_ffcf,Free cash flow Firm of Predictive models,MATRIX,76%,6,42
oth432_ffcf_trkdpitdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Other Financing Cash Flow,MATRIX,97%,23,90
oth432_ffcf_trkdpitdeltapredict_annual_funda_predict,Predicted value of Other Financing Cash Flow,MATRIX,91%,49,121
oth432_fincf_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Financing Activities - Net Cash Flow,MATRIX,97%,17,27
oth432_fincf_compustatdeltapredict_annual_funda_predict,Predict value of Financing Activities - Net Cash Flow,MATRIX,97%,8,9
oth432_fldn_predict,"Predicted value of Long Term Debt, Net",MATRIX,83%,0,0
oth432_flows_acae_mae,Mean Average Error of the model of Cash & Equivalents,MATRIX,42%,2,17
oth432_flows_acae_predict,Predicted value of Cash & Equivalents,MATRIX,88%,12,26
oth432_fprd_predict,"Predict value of Issuance (Retirement) of Debt, Net",MATRIX,84%,5,6
oth432_fprd_trkdpitdeltapredict_annual_funda_madp,"Mean Absolute Deviation of predicted value of Issuance (Retirement) of Debt, Net",MATRIX,97%,9,15
oth432_fprd_trkdpitdeltapredict_annual_funda_predict,"Predicted value of Issuance (Retirement) of Debt, Net",MATRIX,90%,16,95
oth432_fsic_trkdpitdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Sale/Issuance of Common,MATRIX,97%,12,28
oth432_fsic_trkdpitdeltapredict_annual_funda_predict,Predict value of Sale/Issuance of Common,MATRIX,74%,10,16
oth432_ftlf_mae,Mean Average Error of the model of Cash from Financing Activities,MATRIX,42%,0,0
oth432_ftlf_predict,Predict value of Cash from Financing Activities,MATRIX,89%,9,22
oth432_ftlf_trkdpitdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Cash from Financing Activities,MATRIX,75%,3,8
oth432_ftlf_trkdpitdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Cash from Financing Activities,MATRIX,95%,14,34
oth432_ftlf_trkdpitdeltapredict_funda_mae,Mean Average Error of the model of Cash from Financing Activities,MATRIX,79%,6,51
oth432_ftlf_trkdpitdeltapredict_funda_predict,Predict value of Cash from Financing Activities,MATRIX,95%,7,17
oth432_gdwlq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Goodwill,MATRIX,36%,3,11
oth432_gdwlq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Goodwill,MATRIX,100%,5,8
oth432_gdwlq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Goodwill,MATRIX,41%,2,2
oth432_gdwlq_compustatdeltapredict_funda_predict,Predict value of Goodwill,MATRIX,80%,8,26
oth432_gdwlq_predict,Predicted Value of Goodwill (Net),MATRIX,74%,2,2
oth432_gp_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Gross Profit (Loss),MATRIX,97%,4,8
oth432_gp_compustatdeltapredict_annual_funda_predict,Predicted Value of Gross Profit (Loss),MATRIX,96%,2,5
oth432_iicf_trkdpitdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Other Investing Cash Flow,MATRIX,97%,6,8
oth432_iicf_trkdpitdeltapredict_annual_funda_predict,Predicted Value of Other Investing Cash Flow,MATRIX,83%,11,28
oth432_income_oeps12_mae,Mean Average Error of the model of Earnings Per Share from Operations - 12 Months Moving,MATRIX,59%,5,61
oth432_income_oeps12_predict,Predict value of Earnings Per Share from Operations - 12 Months Moving,MATRIX,89%,7,15
oth432_income_otlo_mae,Mean Average Error of the model of Cash from Operating Activities,MATRIX,31%,1,1
oth432_income_otlo_predict,Predict value of Cash from Operating Activities,MATRIX,89%,4,6
oth432_income_piq_mae,Mean Average Error of the model of Pretax Income,MATRIX,59%,8,86
oth432_income_piq_predict,Predict value of Pretax Income,MATRIX,89%,4,6
oth432_income_revtq_mae,Mean Average Error of the model of Revenue - Total,MATRIX,59%,9,17
oth432_income_revtq_predict,Predicted value of Revenue - Total,MATRIX,89%,5,12
oth432_intanoq_predict,Predict value of Other Intangibles,MATRIX,78%,10,84
oth432_invt_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Inventories - Total,MATRIX,97%,4,5
oth432_invt_compustatdeltapredict_annual_funda_predict,Predicted Value of Annual Inventories - Total,MATRIX,74%,5,13
oth432_itli_mae,Mean Average Error of the model of Cash from Investing Activities,MATRIX,42%,2,2
oth432_itli_predict,Predicted value of cash from investing activities,MATRIX,88%,14,21
oth432_itli_trkdpitdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Cash from Investing Activities,MATRIX,76%,2,2
oth432_itli_trkdpitdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Cash from Investing Activities,MATRIX,95%,9,21
oth432_itli_trkdpitdeltapredict_funda_mae,Mean Average Error of the model of Cash from Investing Activities,MATRIX,79%,1,1
oth432_itli_trkdpitdeltapredict_funda_predict,Predicted value of Cash from Investing Activities,MATRIX,95%,14,47
oth432_ivncf_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Investing Activities - Net Cash Flow,MATRIX,97%,6,8
oth432_ivncf_compustatdeltapredict_annual_funda_predict,Predicted Value of Investing Activities - Net Cash Flow,MATRIX,96%,5,9
oth432_lapb_mae,Mean Average Error of the model of Accounts Payable,MATRIX,28%,3,15
oth432_lapb_predict,Predicted value of Accounts Payable,MATRIX,86%,12,116
oth432_lapb_trkdpitdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Accounts Payable,MATRIX,97%,6,9
oth432_lapb_trkdpitdeltapredict_annual_funda_predict,Predicted value of Annual Accounts Payable,MATRIX,94%,5,5
oth432_lapb_trkdpitdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Accounts Payable,MATRIX,61%,4,9
oth432_lapb_trkdpitdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Accounts Payable,MATRIX,77%,4,8
oth432_lapb_trkdpitdeltapredict_funda_mae,Mean Average Error of the model of Accounts Payable,MATRIX,64%,1,2
oth432_lapb_trkdpitdeltapredict_funda_predict,Predict value of Accounts Payable,MATRIX,77%,10,17
oth432_lco_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Current Liabilities - Other - Total,MATRIX,97%,4,8
oth432_lco_compustatdeltapredict_annual_funda_predict,Predict value of Annual Current Liabilities - Other - Total,MATRIX,92%,10,12
oth432_lcoq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Current Liabilities - Other - Total,MATRIX,68%,4,5
oth432_lcoq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Current Liabilities - Other - Total,MATRIX,100%,6,7
oth432_lcoq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Current Liabilities - Other - Total,MATRIX,73%,6,19
oth432_lcoq_compustatdeltapredict_funda_predict,Predicted Value of Current Liabilities - Other - Total,MATRIX,97%,19,91
oth432_lct_compustatdeltapredict_annual_funda_madp,Mean Absolute Deviation of predicted value of Annual Current Liabilities - Total,MATRIX,97%,11,19
oth432_lct_compustatdeltapredict_annual_funda_predict,Predicted value of Annual Current Liabilities - Total,MATRIX,97%,10,52
oth432_lctq_compustatdeltapredict_funda_mada,Mean Absolute Deviation of scaled actual value of Current Liabilities - Total,MATRIX,63%,3,4
oth432_lctq_compustatdeltapredict_funda_madp,Mean Absolute Deviation of predicted value of Current Liabilities - Total,MATRIX,100%,14,27
oth432_lctq_compustatdeltapredict_funda_mae,Mean Average Error of the model of Current Liabilities - Total,MATRIX,67%,3,7
oth432_lctq_compustatdeltapredict_funda_predict,Predicted value of Current Liabilities - Total,MATRIX,100%,14,26
oth432_lctq_mae,Mean Average Error of the model of Current Liabilities - Total,MATRIX,47%,1,1
