Field,Description,Type,Coverage,Users,Alphas
oth455_competitor_roam_w3_pca_fact2_cluster_5,Grouping data. Embedded using ROAM with competitor data and then clustered using the 2nd eigenvalue of PCA into 5 groups in window 3,GROUP,95%,4,259
oth455_competitor_roam_w3_pca_fact3_cluster_10,Cluster ID (k=10) based on the stock’s PCA component 3 value from window-3 ROAM competitor embeddings (D1-lagged),GROUP,96%,1,2
oth455_competitor_roam_w3_pca_fact3_cluster_20,Cluster ID (k=20) based on the stock’s PCA component 3 value from window-3 ROAM competitor embeddings (D1-lagged),GROUP,97%,4,4
oth455_competitor_roam_w3_pca_fact3_cluster_5,Grouping data. Embedded using ROAM with competitor data and then clustered using the 3rd eigenvalue of PCA into 5 groups in window 3,GROUP,95%,11,565
oth455_competitor_roam_w4_kmeans_cluster_10,Categorical cluster ID (1..10) from KMeans applied to the seed-4 latent embedding vector derived via ROAM competitor network (D1-lagged),GROUP,97%,4,18
oth455_competitor_roam_w4_kmeans_cluster_20,K-means cluster assignment (20 groups) for the ROAM-derived competitor latent features for seed/run W4 (D1-lagged),GROUP,97%,12,362
oth455_competitor_roam_w4_kmeans_cluster_5,Categorical cluster ID (1..5) from KMeans applied to the seed-4 latent embedding vector derived via ROAM competitor network (D1-lagged),GROUP,96%,3,3
oth455_competitor_roam_w4_pca_fact1_cluster_10,Cluster assignment (k=10) based on 1st PCA factor score from ROAM competitor embeddings in window 4 (D1 lag),GROUP,96%,3,4
oth455_competitor_roam_w4_pca_fact1_cluster_20,Cluster ID (k=20) based on the stock’s PCA component 1 value from window-4 ROAM competitor embeddings (D1-lagged),GROUP,97%,3,3
oth455_competitor_roam_w4_pca_fact1_cluster_5,Cluster ID (k=5) based on the stock’s PCA component 1 value from window-4 ROAM competitor embeddings (D1-lagged),GROUP,95%,10,676
oth455_competitor_roam_w4_pca_fact2_cluster_10,Cluster assignment (10 groups) based on the 2nd principal component score from PCA of ROAM competitor embeddings for seed/run W4 (D1-lagged),GROUP,96%,3,3
oth455_competitor_roam_w4_pca_fact2_cluster_20,Grouping data. Embedded using ROAM with competitor data and then clustered using the 2nd eigenvalue of PCA into 20 groups in window 4,GROUP,97%,3,6
oth455_competitor_roam_w4_pca_fact2_cluster_5,Cluster ID (k=5) based on the stock’s PCA component 2 value from window-4 ROAM competitor embeddings (D1-lagged),GROUP,95%,4,4
oth455_competitor_roam_w4_pca_fact3_cluster_10,Cluster assignment (10 groups) based on the 3rd principal component score from PCA of ROAM competitor embeddings for seed/run W4 (D1-lagged),GROUP,96%,1,1
oth455_competitor_roam_w4_pca_fact3_cluster_20,Cluster assignment (k=20) based on 3rd PCA factor score from ROAM competitor embeddings in window 4 (D1 lag),GROUP,97%,2,2
oth455_competitor_roam_w4_pca_fact3_cluster_5,Categorical cluster ID (1..5) based on the stock’s PCA factor 3 score from seed 4 of the ROAM competitor embeddings (D1-lagged),GROUP,95%,4,6
oth455_competitor_roam_w5_kmeans_cluster_10,K-means cluster assignment (10 groups) for the ROAM-derived competitor latent features for seed/run W5 (D1-lagged),GROUP,97%,7,19
oth455_competitor_roam_w5_kmeans_cluster_20,KMeans cluster label (k=20) based on USA competitor ROAM embeddings in window 5 (D1 lag),GROUP,97%,2,3
oth455_competitor_roam_w5_kmeans_cluster_5,KMeans cluster label (k=5) based on USA competitor ROAM embeddings in window 5 (D1 lag),GROUP,96%,2,2
oth455_competitor_roam_w5_pca_fact1_cluster_10,Cluster assignment (k=10) based on 1st PCA factor score from ROAM competitor embeddings in window 5 (D1 lag),GROUP,96%,2,2
oth455_competitor_roam_w5_pca_fact1_cluster_20,Grouping data. Embedded using ROAM with competitor data and then clustered using the 1st eigenvalue of PCA into 20 groups in window 5,GROUP,97%,4,4
oth455_competitor_roam_w5_pca_fact1_cluster_5,Grouping data. Embedded using ROAM with competitor data and then clustered using the 1st eigenvalue of PCA into 5 groups in window 5,GROUP,95%,0,0
oth455_competitor_roam_w5_pca_fact2_cluster_10,Categorical cluster ID (1..10) based on the stock’s PCA factor 2 score from seed 5 of the ROAM competitor embeddings (D1-lagged),GROUP,96%,1,1
oth455_competitor_roam_w5_pca_fact2_cluster_20,Cluster assignment (k=20) based on 2nd PCA factor score from ROAM competitor embeddings in window 5 (D1 lag),GROUP,97%,1,1
oth455_competitor_roam_w5_pca_fact2_cluster_5,Grouping data. Embedded using ROAM with competitor data and then clustered using the 2nd eigenvalue of PCA into 5 groups in window 5,GROUP,95%,4,4
oth455_competitor_roam_w5_pca_fact3_cluster_10,Categorical cluster ID (1..10) based on the stock’s PCA factor 3 score from seed 5 of the ROAM competitor embeddings (D1-lagged),GROUP,96%,11,673
oth455_competitor_roam_w5_pca_fact3_cluster_20,Grouping data. Embedded using ROAM with competitor data and then clustered using the 3rd eigenvalue of PCA into 20 groups in window 5,GROUP,97%,2,2
oth455_competitor_roam_w5_pca_fact3_cluster_5,Categorical cluster ID (1..5) based on the stock’s PCA factor 3 score from seed 5 of the ROAM competitor embeddings (D1-lagged),GROUP,95%,6,8
oth455_customer_n2v_p10_q200_w1_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,8,41
oth455_customer_n2v_p10_q200_w1_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,1,1
oth455_customer_n2v_p10_q200_w1_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w1_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q200_w1_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,5,7
oth455_customer_n2v_p10_q200_w1_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p10_q200_w1_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q200_w1_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w1_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,3,607
oth455_customer_n2v_p10_q200_w1_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,3,3
oth455_customer_n2v_p10_q200_w1_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w1_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,1,2
oth455_customer_n2v_p10_q200_w2_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,4,18
oth455_customer_n2v_p10_q200_w2_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,2,2
oth455_customer_n2v_p10_q200_w2_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,9,676
oth455_customer_n2v_p10_q200_w2_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q200_w2_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,2,2
oth455_customer_n2v_p10_q200_w2_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,0,0
oth455_customer_n2v_p10_q200_w2_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,0,0
oth455_customer_n2v_p10_q200_w2_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q200_w2_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,4,4
oth455_customer_n2v_p10_q200_w2_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q200_w2_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,2,7
oth455_customer_n2v_p10_q200_w2_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,4,12
oth455_customer_n2v_p10_q200_w3_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,5,30
oth455_customer_n2v_p10_q200_w3_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,9,668
oth455_customer_n2v_p10_q200_w3_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,3,3
oth455_customer_n2v_p10_q200_w3_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w3_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,1,3
oth455_customer_n2v_p10_q200_w3_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,4,11
oth455_customer_n2v_p10_q200_w3_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,2,3
oth455_customer_n2v_p10_q200_w3_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w3_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p10_q200_w3_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,0,0
oth455_customer_n2v_p10_q200_w3_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w3_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,2,3
oth455_customer_n2v_p10_q200_w4_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,6,23
oth455_customer_n2v_p10_q200_w4_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,2,2
oth455_customer_n2v_p10_q200_w4_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,4,5
oth455_customer_n2v_p10_q200_w4_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,5,8
oth455_customer_n2v_p10_q200_w4_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,1,1
oth455_customer_n2v_p10_q200_w4_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,2,2
oth455_customer_n2v_p10_q200_w4_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w4_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,0,0
oth455_customer_n2v_p10_q200_w4_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p10_q200_w4_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,2,4
oth455_customer_n2v_p10_q200_w4_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w4_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p10_q200_w5_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,7,339
oth455_customer_n2v_p10_q200_w5_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,1,1
oth455_customer_n2v_p10_q200_w5_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w5_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w5_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,4,456
oth455_customer_n2v_p10_q200_w5_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p10_q200_w5_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w5_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,88%,4,4
oth455_customer_n2v_p10_q200_w5_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,2,3
oth455_customer_n2v_p10_q200_w5_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,1,2
oth455_customer_n2v_p10_q200_w5_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q200_w5_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,3,562
oth455_customer_n2v_p10_q50_w1_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,6,469
oth455_customer_n2v_p10_q50_w1_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,2,2
oth455_customer_n2v_p10_q50_w1_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,6,7
oth455_customer_n2v_p10_q50_w1_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,7,7
oth455_customer_n2v_p10_q50_w1_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,87%,4,5
oth455_customer_n2v_p10_q50_w1_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,4,4
oth455_customer_n2v_p10_q50_w1_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,2,3
oth455_customer_n2v_p10_q50_w1_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,5,5
oth455_customer_n2v_p10_q50_w1_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p10_q50_w1_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q50_w1_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q50_w1_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,0,0
oth455_customer_n2v_p10_q50_w2_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,7,353
oth455_customer_n2v_p10_q50_w2_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,3,4
oth455_customer_n2v_p10_q50_w2_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,0,0
oth455_customer_n2v_p10_q50_w2_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,0,0
oth455_customer_n2v_p10_q50_w2_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q50_w2_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,3,4
oth455_customer_n2v_p10_q50_w2_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q50_w2_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q50_w2_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,0,0
oth455_customer_n2v_p10_q50_w2_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,4,4
oth455_customer_n2v_p10_q50_w2_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q50_w2_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,87%,3,4
oth455_customer_n2v_p10_q50_w3_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,3,8
oth455_customer_n2v_p10_q50_w3_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,1,2
oth455_customer_n2v_p10_q50_w3_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,16,529
oth455_customer_n2v_p10_q50_w3_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q50_w3_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,1,1
oth455_customer_n2v_p10_q50_w3_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,0,0
oth455_customer_n2v_p10_q50_w3_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q50_w3_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,0,0
oth455_customer_n2v_p10_q50_w3_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p10_q50_w3_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,2,4
oth455_customer_n2v_p10_q50_w3_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,2,3
oth455_customer_n2v_p10_q50_w3_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,87%,0,0
oth455_customer_n2v_p10_q50_w4_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,8,654
oth455_customer_n2v_p10_q50_w4_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,3,3
oth455_customer_n2v_p10_q50_w4_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q50_w4_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q50_w4_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,2,4
oth455_customer_n2v_p10_q50_w4_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,3,5
oth455_customer_n2v_p10_q50_w4_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p10_q50_w4_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,5,417
oth455_customer_n2v_p10_q50_w4_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,3,3
oth455_customer_n2v_p10_q50_w4_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q50_w4_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,5,7
oth455_customer_n2v_p10_q50_w4_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p10_q50_w5_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,89,1343
oth455_customer_n2v_p10_q50_w5_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,3,3
oth455_customer_n2v_p10_q50_w5_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,3,518
oth455_customer_n2v_p10_q50_w5_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,3,16
oth455_customer_n2v_p10_q50_w5_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,1,1
oth455_customer_n2v_p10_q50_w5_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,1,2
oth455_customer_n2v_p10_q50_w5_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p10_q50_w5_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,2,4
oth455_customer_n2v_p10_q50_w5_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,2,3
oth455_customer_n2v_p10_q50_w5_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,4,364
oth455_customer_n2v_p10_q50_w5_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,3,4
oth455_customer_n2v_p10_q50_w5_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,8,578
oth455_customer_n2v_p50_q200_w1_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,5,11
oth455_customer_n2v_p50_q200_w1_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,6,15
oth455_customer_n2v_p50_q200_w1_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,0,0
oth455_customer_n2v_p50_q200_w1_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,5,6
oth455_customer_n2v_p50_q200_w1_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,1,2
oth455_customer_n2v_p50_q200_w1_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p50_q200_w1_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q200_w1_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q200_w1_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,0,0
oth455_customer_n2v_p50_q200_w1_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,0,0
